"pccode","casnum","pcname"
79082,57114,"Stearic acid"
79082,57114,"Octadecanoic acid"
79084,68131408,"C11-15-Secondary alcohols, ethoxylated"
79084,68131408,"Tergitol 15-S-9"
79084,68131408,"Tergitol 15-S-9"
79084,68131408,"alpha-C11-15-sec-alkyl-omega-hydroxypoly(oxy-1,2-ethanediyl)"
79084,68131408,"Alcohols, C11-15-secondary, ethoxylated"
79084,68131408,"SM-9"
79085,61931768,"Benzenesulfonic acid, undecyl-, compd. w. 2,2',2""-nitrilotris(ethanol) (1:1)"
79085,61931768,"Sulfotex S-60-L"
79085,61931768,"Triethanolammonium undecylbenzenesulfonate"
79086,9005656,"Sorbitan, mono-9-octadecanoate, poly(oxy-1,2-ethanediyl) derivs., (Z)-"
79086,9005656,"Polyoxyethylene sorbitan monooleate"
79087,26856611,"Nonylbenzenesulfonic acid, sodium salt"
79087,26856611,"Benzenesulfonic acid, nonyl-, sodium salt"
79087,26856611,"Sodium alkyl* benzene sulfonate *(100% C9)"
79087,26856611,"Benzenesulfonic acid, nonyl-, sodium salt"
79087,26856611,"Benzenesulfonic acid, nonyl-, sodium salt"
79087,26856611,"Benzenesulfonic acid, nonyl-, sodium salt"
79088,1322981,"Sodium decylbenzene sulfonate"
79088,1322981,"Sodium alkyl* benzene sulfonate *(100% C10)"
79088,1322981,"Benzenesulfonic acid, decyl-, sodium salt"
79088,1322981,"Decylbenzenesulfonic acid, sodium salt"
79089,68603156,"Fatty alcohols (55.10% C10, 42.88% C8, 1.01% C6, 1.01% C12)"
79089,68603156,"Alcohols, C6-12"
79090,1314234,"Zirconium oxide(ZrO2)(Not selected for InertFinder)"
79091,29593086,"1,2,3-Propanetriol, mono(4-aminobenzoate)"
79091,29593086,"Glycerol, mono-p-aminobenzoate(ester position unspecified)"
79091,29593086,"Benzoic acid, p-amino-, monoester with glycerol"
79091,29593086,"1,2,3-Propanetriol, mono(4-aminobenzoate)"
79091,29593086,"Benzoic acid, p-amino-, monoester with glycerol"
79092,36445713,"Decyl(sulfophenoxy)benzenesulfonic acid, disodium salt(36445-71-3)"
79092,36445713,"Disodium n-decyldiphenyl ether disulfonate"
79093,68187768,"Sodium sulforicinoleate (Not selected for InertFinder)"
79093,68187768,"Turkey red oil, sodium salt"
79093,68187768,"Castor oil, sulfated, sodium salt"
79093,68187768,"Sodium salt of Turkey Red Oil"
79093,8043445,"Sodium sulforicinoleate (Not selected for InertFinder)"
79093,8043445,"Turkey red oil, sodium salt"
79093,8043445,"Castor oil, sulfated, sodium salt"
79093,8043445,"Sodium salt of Turkey Red Oil"
79094,26635927,"N-Polyoxyethylated-n-ocatdecylamine"
79094,26635927,"N-Polyoxyethylated stearylamine"
79094,26635927,"Polyethoxylated stearylamine"
79094,26635927,"(**)-((Octadecylimino)di-2,1-ethanediyl)bis(omega-hydroxypoly(oxy-1,2-ethanediyl)) **=alpha,alpha'"
79095,143180,"Potassium salt of oleic fatty acid"
79095,143180,"Potassium oleate"
79095,143180,"Oleic acid, potassium salt"
79095,143180,"Octadecenoic acid (9Z)-, potassium salt"
79096,25496724,"Glycerol oleate"
79097,61791080,"Ethoxylated monoethanolamide of fatty acids of coconut oil"
79097,61791080,"Fatty acids, coco, reaction products with ethanolamine, ethoxylated"
79098,104767,"2-Ethyl-1-hexanol"
79098,104767,"2-Ethylhexyl alcohol"
79099,136265,"Capric diethanolamide"
79099,136265,"N,N-Bis(2-hydroxyethyl)decanamide"
79100,9036195,"Octylphenoxypolyethoxyethanol"
79101,3244904,"ASP 51"
79101,3244904,"O,O,O,O-Tetrapropyl dithiopyrophosphate"
79101,3244904,"Aspon"
79101,3244904,"NPD"
79101,3244904,"Thiopyrophosphoric acid, tetrapropyl ester"
79106,68391015,"Alkyl* dimethyl benzyl ammonium chloride *(60%C12, 30%C14, 5%C16, 5%C18)"
79106,68391015,"n-alkyl (60% C12, 30% C14, 5% C16, 5% C18) dimethyl benzyl ammonium chlorides"
79106,68391015,"Quaternary ammonium compounds, benzyl-C12-18-alkyldimethyl, chlorides"
79201,2227136,"4-Chlorophenyl 2,4,5-trichlorophenyl sulfide"
79201,2227136,"Sulfide, p-chlorophenyl 2,4,5-trichlorophenyl"
79201,2227136,"Tetrasul"
79201,2227136,"2,4,4',5-Tetrachlorodiphenyl sulfide"
79201,2227136,"Animert V-101"
79201,2227136,"Tetrasul"
79201,2227136,"Tetrasul"
79202,116290,"Tedion"
79202,116290,"ENT-23737"
79202,116290,"Sulfone, p-chlorophenyl 2,4,5-trichlorophenyl"
79202,116290,"p-Chlorophenyl 2,4,5-trichlorophenyl sulfone"
79202,116290,"4-Chlorophenyl 2,4,5-trichlorophenyl sulfone"
79202,116290,"Tetradifon"
79301,118752,"1,4-Benzoquinone, 2,3,5,6-tetrachloro-"
79301,118752,"Tetrachloro-p-benzoquinone"
79301,118752,"Spergon"
79301,118752,"Chloranil"
79301,118752,"Chloranil"
79401,115297,"Benzoepin"
79401,115297,"BIO 5462"
79401,115297,"Insectophene"
79401,115297,"Beosit"
79401,115297,"Endocel"
79401,115297,"Endosulfan"
79401,115297,"Endosulfan 35EC"
79401,115297,"Hildan"
79401,115297,".beta.-6,7,8,9,10,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-endo-6,9-methano-2,4,3-benzodioxathiepin 3-oxide"
79401,115297,"Thiodan"
79401,115297,"Hexachlorohexahydromethano-2,4,3-benzodioxathiepin-3-oxide"
79401,115297,"6,7,8,9,10-Hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin-3-oxide"
79401,115297,".alpha.,.beta.-1,2,3,4,7,7-Hexachlorobicyclo(2.2.1)-2-heptene-5,6-bisoxymethylene sulfite"
79401,115297,"Crisulfan"
79401,115297,"Chlorthiepin"
79401,115297,"NIA 5462"
79401,115297,"Cyclodan"
79401,115297,"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dimethanol, cyclic sulfite"
79401,115297,"Malix"
79401,115297,"FMC 5462"
79401,115297,"Thifor"
79401,115297,"6,9-Methano-2,4,3-benzodioxathiepin, 6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-, 3-oxide"
79401,115297,"Sulfurous acid, cyclic ester with 1,4,5,6,7,7-hexachloro-5-norbornene-2,3-dimethanol"
79401,115297,"Endosulphan"
79401,115297,".alpha.,.beta.-1,2,3,4,7,7-Hexachlorobicyclo(2.2.1)hepten-2-bis(oxymethylon-5,6-)sulfite"
79401,115297,"SD 4314"
79401,115297,"Niagara 5,462"
79401,115297,"Endosol"
79401,115297,"Kop-Thiodan"
79401,115297,"OMS 570"
79401,115297,"Thimul"
79401,115297,"5-Norbornene-2,3-dimethanol, 1,4,5,6,7,7-hexachloro-, cyclic sulfite"
79401,115297,"HOE 2671"
79401,115297,"NCI-C00566"
79401,115297,"ENT-23979"
79402,959988,"alpha-Thiodan"
79402,959988,"Endosulfan-alpha"
79402,959988,"alpha-Endosulfan"
79402,959988,"3alpha,5alpha,6alpha,9alpha,9aalpha-6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-oxide"
79402,959988,"Endosulfan I"
79402,959988,"Endosulfan 1"
79402,959988,"alpha-Endosulfan"
79402,959988,"Endosulfan A"
79402,959988,"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dimethanol, cyclic sulfite, endo-"
79403,33213659,"Endosulfan 2"
79403,33213659,"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dimethanol, cyclic sulfite, exo-"
79403,33213659,"beta-Thiodan"
79403,33213659,"Endosulfan II"
79403,33213659,"3alpha,5abeta,6beta,9beta,9abeta-6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-6,9-methano-2,4,3-oxidebeta-Endosulfan"
79403,33213659,"Endosulfan-beta"
79403,33213659,"beta-Endosulfan"
79403,33213659,"beta-Endosulfan"
79404,1031078,"6,7,8,9,10,10-hexachloro01,5,5a,9,9a-hexahydro-6,9-methano-2,4,3-benzodioxathiepin-3,3-dioxide"
79404,1031078,"Endosulfan sulfate"
79404,1031078,"Endosulfan sulfate"
79404,1031078,"1,4,5,6,7,7-Hexachloro-5-norbornene-2,3-dimethanol, cyclic sulfate"
79500,6485401,"I-Carvone"
79500,6485401,"Bedoukian I-Carvone"
79501,3689245,"Bladafum"
79501,3689245,"Dithio"
79501,3689245,"Thiotepp"
79501,3689245,"Bladafum"
79501,3689245,"Dithio"
79501,3689245,"Thiodiphosphoric acid, tetraethyl ester"
79501,3689245,"Dithione"
79501,3689245,"Sulfotepp"
79501,3689245,"Dithione"
79501,3689245,"O,O,O,O-Tetraethyl dithiopyrophosphate"
79501,3689245,"Sulfotepp"
79501,3689245,"Sulfotepp"
79601,107493,"Tetraethyl pyrophosphate"
79601,107493,"TEPP"
79601,107493,"ENT-18771"
79601,107493,"Tetron"
79601,107493,"TEPP"
79601,107493,"Diphosphoric acid, tetraethyl ester"
79601,107493,"Tetraethyl diphosphate"
79601,107493,"TEPP"
79701,138863,"Limonene"
79701,138863,"Nesol"
79701,138863,"p-Mentha-1,8-diene, dl"
79701,138863,"p-Mentha-1,8-diene"
79701,138863,"Dipentene"
79701,138863,"1-Methyl-4-isopropenyl-1-cyclohexene"
79701,138863,"Acintene dp dipentene"
79701,138863,"1-Methyl-4-(1-methyletheny)cyclohexene"
79701,138863,"1-Methyl-4-isopropenylcyclohexene"
79701,138863,"Cyclohexene, 1-methyl-4-(1-methylethenyl)-"
79701,138863,"Cinen"
79701,138863,"Cyclil Decene"
79701,138863,".alpha.-Limonene"
79701,138863,"Dipenten"
79701,138863,"Commercial dipentene"
79701,138863,".delta.-1,8-Terpodiene"
79701,138863,"1,8(9)-p-Menthadiene"
79701,138863,"Cajeputene"
79701,138863,"Eulimen"
79701,138863,"4-Isopropenyl-1-methyl-1-cyclohexene"
79701,138863,"Monocyclic terpene hydrocarbons"
79701,138863,"Kautschin"
79701,138863,"DL-p-Mentha-1.8-diene"
79701,138863,"Limonen"
79701,138863,"Cyclohexene, 4-isopropenyl-1-methyl-"
79702,96082,"Dipentene dioxide"
79702,96082,"7-Oxabicyclo(4.1.0)heptane, 1-methyl-4-(2-methyloxiranyl)-"
79702,96082,"1-Methyl-4-(2-methyloxiranyl)-7-oxabicyclo(4.1.0)heptane"
79706,99865,"1,3-Cyclohexadiene, 1-methyl-4-(1-methylethyl)-"
79706,99865,"alpha-Terpinene"
79801,137268,"Vancide TM-95"
79801,137268,"Thiram"
79801,137268,"Bis(dimethylthiocarbamoyl) disulfide"
79801,137268,"Aules"
79801,137268,"Mercuran"
79801,137268,"Disulfide, bis(dimethylthiocarbamoyl)-"
79801,137268,"Aules"
79801,137268,"Arasan"
79801,137268,"Thiram"
79801,137268,"Thioperoxydicarbonic diamide(((H2N)C(S))2S2), tetramethyl-"
79801,137268,"Tetramethyl thiuramdisulfide"
79801,137268,"Thylate"
79801,137268,"Pomarsol"
79801,137268,"Tetramethylthioperoxydicarbonic diamide (((Me2N)C(S))2S2)"
79801,137268,"Thiram"
79801,137268,"Thioperoxydicarbonic diamide(((H2N)C(S))2S2), tetramethyl-"
79801,137268,"TMTD"
79801,137268,"Spotrete"
79801,137268,"Nomersan"
79801,137268,"Tersan 75"
80001,7446186,"Thallium sulfate"
80001,7446186,"Sulfuric acid, dithallium(1+) salt"
80101,10124411,"Calcium thiosulfate"
80101,10124411,"Thiosulfuric acid (H2S2O3), calcium salt"
80101,10124411,"Tecesal"
80102,10233008,"Potassium thiosulfate"
80102,10233008,"Thiosulfuric acid (H2S2O3), dipotassium salt"
80103,7783188,"Ammonium thiosulfate"
80103,7783188,"Thiosulfuric acid (H2S2O3), diammonium salt"
80103,7783188,"Amthio"
80104,7772987,"Thiosulfuric acis (H2S2O3), disodium salt"
80104,7772987,"Sodium thiosulfate"
80201,62566,"Thiourea"
80251,80060099,"DiafenthiuronTech. (Product Denomination)"
80251,80060099,"Diafenthiuron"
80251,80060099,"Thiourea,N-[2,6-bis(1-methylethyl)-4-phenoxyphenyl]-N'-(1,1-dimethylethyl)-"
80251,80060099,"CGA 106630 (CAS Reg. No. 80060-09-9)"
80301,134623,"Delphene"
80301,134623,"N,N-Diethyl-meta-toluamide and other isomers"
80301,134623,"Chigger-Wash"
80301,134623,"Benzamide, N,N-diethyl-3-methyl-"
80301,134623,"m-Toluamide, N,N-diethyl-"
80301,134623,"MGK Diethyltoluamide"
80301,134623,"Detamide"
80301,134623,"Benzamide, N,N-diethyl-3-methyl-"
80301,134623,"Diethyl toluamide"
80301,134623,"m-Toluamide, N,N-diethyl-"
80301,134623,"Metadelphene"
80301,134623,"m-Toluamide, N,N-diethyl-"
80301,134623,"Deet"
80301,134623,"m-Toluamide, N,N-diethyl-"
80301,84603690,"Delphene"
80301,84603690,"N,N-Diethyl-meta-toluamide and other isomers"
80301,84603690,"Chigger-Wash"
80301,84603690,"Benzamide, N,N-diethyl-3-methyl-"
80301,84603690,"m-Toluamide, N,N-diethyl-"
80301,84603690,"MGK Diethyltoluamide"
80301,84603690,"Detamide"
80301,84603690,"Benzamide, N,N-diethyl-3-methyl-"
80301,84603690,"Diethyl toluamide"
80301,84603690,"m-Toluamide, N,N-diethyl-"
80301,84603690,"Metadelphene"
80301,84603690,"m-Toluamide, N,N-diethyl-"
80301,84603690,"Deet"
80301,84603690,"m-Toluamide, N,N-diethyl-"
80302,658066354,"N-[2-[3-Chloro-5-(trifluoromethyl)-2-pyridinyl]ethyl]-2- trifluoromethylbenzamide"
80302,658066354,"Fluopyram"
80302,658066354,"N-(2-(3-chloro-5-(trifluoromethyl)-2-pyridyl)ethyl)-alpha,alpha,alpha-trifluoro-o-toluamide"
80302,658066354,"AE C656948"
80401,22228053,"Thymoxydichloroacetic acid"
80401,22228053,"Acetic acid, dichloro(thymyloxy)-"
80401,22228053,"Acetic acid, dichloro(thymyloxy)-"
80401,22228053,"Dichloro(thymyloxy)acetic acid"
80401,22228053,"Acetic acid, dichloro(thymyloxy)-"
80402,89838,"5-Methyl-2-(1-methylethyl)phenol"
80402,89838,"Thymol"
80402,89838,"5-Methyl-2-isopropyl-1-phenol"
80403,89689,"4-Chloro-6-isopropyl-3-methylphenol"
80403,89689,"6-Chlorothymol"
80403,89689,"Phenol, 4-chloro-5-methyl-2-(1-methylethyl)-"
80403,89689,"4-Chloro-2-isopropyl-5-methylphenol"
80403,89689,"Phenol, 4-chloro-5-methyl-2-(1-methylethyl)-"
80404,12379452,"Isothymyl 2-chloroethyl ether"
80404,12379452,"Phenetole, chloroisopropylmethyl-"
80404,12379452,"Phenetole, chloroisopropylmethyl-"
80501,8001352,"Motox"
80501,8001352,"Melipax"
80501,8001352,"Cristoxo"
80501,8001352,"Compound 3956"
80501,8001352,"Alltex"
80501,8001352,"ENT-9735"
80501,8001352,"Alltox"
80501,8001352,"Geniphene"
80501,8001352,"NCI-C00259"
80501,8001352,"Phenatox"
80501,8001352,"Camphechlor"
80501,8001352,"Chlorinated camphenes"
80501,8001352,"Camphofene huileux"
80501,8001352,"Phenacide"
80501,8001352,"Agricide maggot killer"
80501,8001352,"M 5055"
80501,8001352,"Toxaphene ( Technical chlorinated camphene (67-69% chlorine) )"
80501,8001352,"Kamfochlor"
80501,8001352,"Hercules 3956"
80501,8001352,"Toxakil"
80501,8001352,"Fasco-Terpene"
80501,8001352,"Chem-Phene"
80501,8001352,"Clor Chem T-590"
80501,8001352,"Cristoxo 90"
80501,8001352,"Coopertox"
80501,8001352,"Estonox"
80501,8001352,"Camphoclor"
80501,8001352,"Gy-Phene"
80501,8001352,"Chlorinated camphene, technical"
80501,8001352,"Chlorinated camphene (content of combined chlorine, 67-69%)"
80501,8001352,"Octachlorocamphene"
80501,8001352,"Hercules toxaphene"
80501,8001352,"Chlorocamphene"
80501,8001352,"Camphene, chlorinated"
80501,8001352,"Toxaphene ( Technical chlorinated camphene (67-69% chlorine) )"
80501,8001352,"Toxaphene"
80501,8001352,"Toxaphene ( Technical chlorinated camphene (67-69% chlorine) )"
80601,108883,"Benzene, methyl-"
80601,108883,"Methyl benzene"
80601,108883,"Toluene (SEE COMMENTS)"
80801,834128,"Gesapax"
80801,834128,"s-Triazine, 2-(ethylamino)-4-(isopropylamino)-6-(methylthio)-"
80801,834128,"Ametryn"
80801,834128,"Ametryn"
80801,834128,"2-(Ethylamino)-4-(isopropylamino)-6-(methylthio)-s-triazine"
80801,834128,"1,3,5-Triazine-2,4-diamine, N-ethyl-N'-(1-methylethyl)-6-(methylthio)-"
80801,834128,"2-(Ethylamino)-4-(isopropylamino)-6-(methylthio)-s-triazine"
80801,834128,"Evik"
80801,834128,"Ametrex"
80801,834128,"Ametryn"
80801,834128,"G 34162"
80802,1610179,"G 32293"
80802,1610179,"1,3,5-Triazine-2,4-diamine, N-ethyl-6-methoxy-N'-(1-methylethyl)-"
80802,1610179,"Atraton"
80802,1610179,"s-Triazine, 2-(ethylamino)-4-(isopropylamino)-6-methoxy-"
80802,1610179,"s-Triazine, 2-(ethylamino)-4-(isopropylamino)-6-methoxy-"
80802,1610179,"2-(Ethylamino)-4-(isopropylamino)-6-methoxy-s-triazine"
80802,1610179,"Atraton"
80802,1610179,"s-Triazine, 2-(ethylamino)-4-(isopropylamino)-6-methoxy-"
80802,1610179,"1,3,5-Triazine-2,4-diamine, N-ethyl-6-methoxy-N'-(1-methylethyl)-"
80802,1610179,"Gesatamin"
80803,1912249,"Cyazine"
80803,1912249,"Strazine"
80803,1912249,"Fenamin"
80803,1912249,"s-Triazine, 2-chloro-4-(ethylamino)-6-(isopropylamino)-"
80803,1912249,"2-Chloro-4-(propylamino)-6-ethylamino-s-triazine"
80803,1912249,"Candex"
80803,1912249,"Cekuzina-T"
80803,1912249,"Primaze"
80803,1912249,"Atratol"
80803,1912249,"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N'-(1-methylethyl)-"
80803,1912249,"1,3,5-Triazine-2,4-diamine, 6-chloro-N-ethyl-N'-(1-methylethyl)-"
80803,1912249,"Oleogesaprim"
80803,1912249,"3-(N-Butyl-N-acetyl)aminopropionic acid"
80803,1912249,"Gesaprim"
80803,1912249,"Aktinit A"
80803,1912249,"Crisazina"
80803,1912249,"Aktinit PK"
80803,1912249,"Atrazine"
80803,1912249,"Shell Atrazine Herbicide"
80803,1912249,"1-Chloro-3-ethylamino-5-isopropylamino-2,4,6-triazine"
80803,1912249,"Hungazin"
80803,1912249,"2-Chloro-4-(ethylamino)-6-(isopropylamino)-s-triazine"
80803,1912249,"Inakor"
80803,1912249,"s-Triazine, 2-chloro-4-(ethylamino)-6-(isopropylamino)-"
80803,1912249,"AAtrex"
80803,1912249,"Primatol A"
80803,1912249,"Radazine"
80803,1912249,"AAtram, component of(with 019101)"
80803,1912249,"Wonuk"
80803,1912249,"AAtram, component of(with 019101)"
80803,1912249,"Zeazine"
80803,1912249,"Vectal SC"
80803,1912249,"Sutazine +, component of(with 041405)"
80803,1912249,"Atazinax"
80803,1912249,"Weedex A"
80803,1912249,"Aktikon"
80803,1912249,"G 30027"
80803,1912249,"Argezin"
80803,1912249,"Hungazin PK"
80803,1912249,"Atrataf"
80803,1912249,"Farmco Atrazine"
80803,1912249,"Fenatrol"
80803,1912249,"Triazine A 1294"
80803,1912249,"Griffex"
80803,1912249,"Aktikon PK"
80803,1912249,"Atranex"
80803,1912249,"A 361"
80803,1912249,"Zeazin"
80803,1912249,"Weedex"
80803,1912249,"Azinotox 500"
80804,1610180,"Prometon"
80804,1610180,"s-Triazine, 2,4-bis(isopropylamino)-6-methoxy-"
80804,1610180,"1,3,5-Triazine-2,4-diamine, 6-methoxy-, N,N'-bis(1-methylethyl)-,"
80804,1610180,"Pramitol"
80804,1610180,"4,6-Bis(isopropylamino)-2-methoxy-s-triazine"
80804,1610180,"s-Triazine, 2,4-bis(isopropylamino)-6-methoxy-"
80804,1610180,"Gesafram"
80804,1610180,"G 31435"
80804,1610180,"s-Triazine, 2,4-bis(isopropylamino)-6-methoxy-"
80804,1610180,"2,4-Bis(isopropylamino)-6-methoxy-s-triazine"
80805,7287196,"G 34161"
80805,7287196,"Caparol"
80805,7287196,"Gesagard"
80805,7287196,"1,3,5-Triazine-2,4-diamine, N,N'-bis(1-methylethyl)-6-(methylthio)-"
80805,7287196,"s-Triazine, 2,4-bis(isopropylamino)-6-(methylthio)-"
80805,7287196,"s-Triazine, 2,4-bis(isopropylamino)-6-(methylthio)-"
80805,7287196,"Prometryne"
80805,7287196,"Primatol Q"
80805,7287196,"1,3,5-Triazine-2,4-diamine, N,N'-bis(1-methylethyl)-6-(methylthio)-"
80805,7287196,"Prometryn"
80805,7287196,"2,4-Bis(isopropylamino)-6-(methylthio)-s-triazine"
80805,7287196,"Prometryne"
80805,7287196,"s-Triazine, 2,4-bis(isopropylamino)-6-(methylthio)-"
80806,580483,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N,N',N'-tetraethyl-"
80806,580483,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N,N',N'-tetraethyl-"
80806,580483,"s-Triazine, 2-chloro-4,6-bis(diethylamino)-"
80806,580483,"s-Triazine, 2-chloro-4,6-bis(diethylamino)-"
80806,580483,"2-Chloro-4,6-bis(diethylamino)-s-triazine"
80806,580483,"Chlorazine"
80806,580483,"G 25804"
80807,122349,"Gesapun"
80807,122349,"Terraklene, component of(with 061601)"
80807,122349,"G 27692"
80807,122349,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,122349,"Amizine"
80807,122349,"Princep"
80807,122349,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,122349,"2-Chloro-4,6-bis(ethylamino)-s-triazine"
80807,122349,"G 27692"
80807,122349,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80807,122349,"Simazine"
80807,122349,"Primatol S"
80807,122349,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80807,39312806,"Gesapun"
80807,39312806,"Terraklene, component of(with 061601)"
80807,39312806,"G 27692"
80807,39312806,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,39312806,"Amizine"
80807,39312806,"Princep"
80807,39312806,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,39312806,"2-Chloro-4,6-bis(ethylamino)-s-triazine"
80807,39312806,"G 27692"
80807,39312806,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80807,39312806,"Simazine"
80807,39312806,"Primatol S"
80807,39312806,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80807,1910425,"Gesapun"
80807,1910425,"Terraklene, component of(with 061601)"
80807,1910425,"G 27692"
80807,1910425,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,1910425,"Amizine"
80807,1910425,"Princep"
80807,1910425,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-diethyl-"
80807,1910425,"2-Chloro-4,6-bis(ethylamino)-s-triazine"
80807,1910425,"G 27692"
80807,1910425,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80807,1910425,"Simazine"
80807,1910425,"Primatol S"
80807,1910425,"s-Triazine, 2-chloro-4,6-bis(ethylamino)-"
80808,51218452,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,51218452,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,51218452,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,51218452,"Primatol P"
80808,51218452,"Propazine"
80808,51218452,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-"
80808,51218452,"2-Chloro-4,6-bis(isopropylamino)-1,3,5-triazine"
80808,51218452,"Milocep, component of(with 108801)"
80808,51218452,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-"
80808,51218452,"2-Chloro-4,6-bis(isopropylamino)-s-triazine"
80808,51218452,"Geigy 30,028"
80808,51218452,"Prozinex"
80808,51218452,"Milogard"
80808,51218452,"Gesamil"
80808,51218452,"s-Triazine, 2,4-bis(isopropylamino)-6-chloro-"
80808,51218452,"6-Chloro-N,N'-bis(1-methylethyl)-1,3,5-triazine-2,4-diamine"
80808,51218452,"G 30028"
80808,51218452,"Plantulin"
80808,51218452,"Milocep, component of(with 108801)"
80808,139402,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,139402,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,139402,"s-Triazine, 2-chloro-4,6-bis(isopropylamino)-"
80808,139402,"Primatol P"
80808,139402,"Propazine"
80808,139402,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-"
80808,139402,"2-Chloro-4,6-bis(isopropylamino)-1,3,5-triazine"
80808,139402,"Milocep, component of(with 108801)"
80808,139402,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N'-bis(1-methylethyl)-"
80808,139402,"2-Chloro-4,6-bis(isopropylamino)-s-triazine"
80808,139402,"Geigy 30,028"
80808,139402,"Prozinex"
80808,139402,"Milogard"
80808,139402,"Gesamil"
80808,139402,"s-Triazine, 2,4-bis(isopropylamino)-6-chloro-"
80808,139402,"6-Chloro-N,N'-bis(1-methylethyl)-1,3,5-triazine-2,4-diamine"
80808,139402,"G 30028"
80808,139402,"Plantulin"
80808,139402,"Milocep, component of(with 108801)"
80809,1912261,"2-Chloro-4-(diethylamino)-6-(ethylamino)-s-triazine"
80809,1912261,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N,N'-triethyl-"
80809,1912261,"Trietazine"
80809,1912261,"1,3,5-Triazine-2,4-diamine, 6-chloro-N,N,N'-triethyl-"
80809,1912261,"Triethazine"
80809,1912261,"Gesafloc"
80809,1912261,"s-Triazine, 2-chloro-4-(diethylamino)-6-(ethylamino)-"
80809,1912261,"s-Triazine, 2-chloro-4-(diethylamino)-6-(ethylamino)-"
80809,1912261,"6-Chloro-N,N,N'-triethyl-1,3,5-triazine-2,4-diamine"
80809,1912261,"G 27901"
80810,1014693,"Desmetryn"
80810,1014693,"1,3,5-Triazine-2,4-diamine, N-methyl-N'-(1-methylethyl)-6-(methylthio)-"
80810,1014693,"2-Methylamino-4-methylthio-6-isopropylamino-1,3,5-triazine"
80810,1014693,"s-Triazine, 2-(isopropylamino)-4-(methylamino)-6-(methylthio)-"
80810,1014693,"1,3,5-Triazine-2,4-diamine, N-methyl-N'-(1-methylethyl)-6-(methylthio)-"
80810,1014693,"Desmetryn"
80810,1014693,"2-(Methylamino)-4-(Isopropylamino)-6-(methythio)-s-triazine"
80810,1014693,"Semeron"
80810,1014693,"2-Isopropylamino-4-methylamino-6-methylmercapto-s-triazine"
80810,1014693,"Topusyn"
80810,1014693,"Desmetryne"
80810,1014693,"2-Methylthio-4-isopropylamino-6-methylamino-s-triazine"
80810,1014693,"Desmetryne"
80810,1014693,"2-Isopropylamino-4-methylamino-6-methylthio-1,3,5-triazine"
80810,1014693,"2-(Isopropylamino)-4-(methylamino)-6-(methylthio)-s-triazine"
80810,1014693,"G 34360"
80810,1014693,"Desmetryne"
80811,101053,"Anilazine"
80811,101053,"Anilazine"
80811,101053,"1,3,5-Triazine-2-amine, 4,6-dichloro-N-(2-chlorophenyl)-"
80811,101053,"Triasym"
80811,101053,"2,4-Dichloro-6-(o-chloroanilino)-s-triazine"
80811,101053,"Dyrene"
80811,101053,"Direz"
80811,101053,"Anilazine"
80811,101053,"s-Triazine, 2,4-dichloro-6-(o-chloroanilino)-"
80811,101053,"Kemate"
80811,101053,"1,3,5-Triazine-2-amine, 4,6-dichloro-N-(2-chlorophenyl)-"
80811,101053,"s-Triazine, 2,4-dichloro-6-(o-chloroanilino)-"
