"pccode","casnum","pcname"
22702,16828958,"Copper(2+), tetraamine-                                                                                                                                                                                                                                      "
22702,16828958,"Copper - ammonia complex                                                                                                                                                                                                                                     "
22702,16828958,"Tetraaminecopper (2+)                                                                                                                                                                                                                                        "
22702,16828958,"Copper(2+), tetraamine-                                                                                                                                                                                                                                      "
22702,16828958,"Copper tetraamine                                                                                                                                                                                                                                            "
22702,16828958,"Copper (in the form of an ammonia complex)                                                                                                                                                                                                                   "
22703,33113085,"Carbonic acid, ammonium copper salt                                                                                                                                                                                                                          "
22703,33113085,"Copper Count N                                                                                                                                                                                                                                               "
22703,33113085,"Copper ammonium carbonate                                                                                                                                                                                                                                    "
22703,33113085,"Copper Count N                                                                                                                                                                                                                                               "
22752,15627095,"Cyclohexanamine, N-hydroxy-N-nitroso-, copper complex                                                                                                                                                                                                        "
22752,15627095,"Hydroxylamine, N-cyclohexyl-N-nitroso-, copper complex                                                                                                                                                                                                       "
22752,15627095,"Bis-(N-cyclohexyl-diazeniumdioxy)-copper                                                                                                                                                                                                                     "
22752,15627095,"Copper, bis(N-cyclohexyl-N-nitrosohydroxylaminato)-                                                                                                                                                                                                          "
22801,10103614,"Copper arsenate                                                                                                                                                                                                                                              "
22801,10103614,"Arsenic acid, copper salt                                                                                                                                                                                                                                    "
22802,39290852,"Copper metaborate                                                                                                                                                                                                                                            "
22802,39290852,"Boric acid, copper salt                                                                                                                                                                                                                                      "
22901,12069691,"Copper carbonate hydroxide                                                                                                                                                                                                                                   "
22901,12069691,"(mu-(Carbonato(2-)-0:0'))dihydroxydicopper                                                                                                                                                                                                                   "
22901,12069691,"Malachite                                                                                                                                                                                                                                                    "
22901,12069691,"Bremen blue                                                                                                                                                                                                                                                  "
22901,12069691,"Basic copper carbonate                                                                                                                                                                                                                                       "
22901,12069691,"Bremen green                                                                                                                                                                                                                                                 "
22901,12069691,"Copper carbonate, basic                                                                                                                                                                                                                                      "
22901,12069691,"Cupric carbonate                                                                                                                                                                                                                                             "
22901,12069691,"Cupric subcarbonate                                                                                                                                                                                                                                          "
22901,12069691,"Basic cupric carbonate                                                                                                                                                                                                                                       "
22901,12069691,"Carbonic acid, copper(2+) salt (1:1)                                                                                                                                                                                                                         "
22901,1184641,"Copper carbonate hydroxide                                                                                                                                                                                                                                   "
22901,1184641,"(mu-(Carbonato(2-)-0:0'))dihydroxydicopper                                                                                                                                                                                                                   "
22901,1184641,"Malachite                                                                                                                                                                                                                                                    "
22901,1184641,"Bremen blue                                                                                                                                                                                                                                                  "
22901,1184641,"Basic copper carbonate                                                                                                                                                                                                                                       "
22901,1184641,"Bremen green                                                                                                                                                                                                                                                 "
22901,1184641,"Copper carbonate, basic                                                                                                                                                                                                                                      "
22901,1184641,"Cupric carbonate                                                                                                                                                                                                                                             "
22901,1184641,"Cupric subcarbonate                                                                                                                                                                                                                                          "
22901,1184641,"Basic cupric carbonate                                                                                                                                                                                                                                       "
22901,1184641,"Carbonic acid, copper(2+) salt (1:1)                                                                                                                                                                                                                         "
22902,10103487,"Copper phosphate                                                                                                                                                                                                                                             "
22902,10103487,"Phosphoric acid, copper salt    ( Cu.xH3O4P )                                                                                                                                                                                                                "
23001,12379429,"Copper cresylate                                                                                                                                                                                                                                             "
23102,1338029,"Naphthenic acids, copper salts                                                                                                                                                                                                                               "
23102,1338029,"Wittox-C                                                                                                                                                                                                                                                     "
23102,1338029,"Copper naphthenate                                                                                                                                                                                                                                           "
23102,1338029,"Copper-Nap-All                                                                                                                                                                                                                                               "
23102,1338029,"Copper Uversol                                                                                                                                                                                                                                               "
23102,1338029,"Wiltz-65                                                                                                                                                                                                                                                     "
23102,1338029,"Troysan                                                                                                                                                                                                                                                      "
23102,1338029,"CNC                                                                                                                                                                                                                                                          "
23103,61789228,"Copper salts of the acids of tall oil                                                                                                                                                                                                                        "
23103,61789228,"Fatty acids, tall-oil, copper salts                                                                                                                                                                                                                          "
23104,9007390,"Tenn-Cop 4E                                                                                                                                                                                                                                                  "
23104,9007390,"Tenn-Cop 5E                                                                                                                                                                                                                                                  "
23104,9007390,"Citcop 4E                                                                                                                                                                                                                                                    "
23104,9007390,"Copper salts of fatty and rosin acids                                                                                                                                                                                                                        "
23104,9007390,"Fungi-Rhap Cu 6                                                                                                                                                                                                                                              "
23104,9007390,"Tenn-Cop 5E                                                                                                                                                                                                                                                  "
23104,9007390,"Copper resinate                                                                                                                                                                                                                                              "
23104,9007390,"Resin acids, and rosin acids, copper salts                                                                                                                                                                                                                   "
23104,9007390,"Tenn-Cop 4E                                                                                                                                                                                                                                                  "
23201,22221121,"Nitroacetic acid, copper salt                                                                                                                                                                                                                                "
23201,22221121,"Copper nitroacetate                                                                                                                                                                                                                                          "
23301,10248552,"Cupric abietate                                                                                                                                                                                                                                              "
23301,10248552,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, copper salt, (1R-(1.alpha.,4a.beta.,4b.alpha.,10a.alpha.))-                                                                                              "
23301,10248552,"Copper abietate                                                                                                                                                                                                                                              "
23302,16039524,"Copper, bis(lactato)-                                                                                                                                                                                                                                        "
23302,16039524,"Copper, bis(lactato)-                                                                                                                                                                                                                                        "
23302,16039524,"Copper lactate                                                                                                                                                                                                                                               "
23303,53404083,"9,12-Octadecadienoic acid (Z,Z)-, copper salt                                                                                                                                                                                                                "
23303,53404083,"Copper linoleate                                                                                                                                                                                                                                             "
23303,7721155,"9,12-Octadecadienoic acid (Z,Z)-, copper salt                                                                                                                                                                                                                "
23303,7721155,"Copper linoleate                                                                                                                                                                                                                                             "
23304,1120441,"Copper oleate                                                                                                                                                                                                                                                "
23304,1120441,"Oleic acid, copper(2+) salt                                                                                                                                                                                                                                  "
23304,1120441,"9-Octadecenoic acid (Z)-, copper(2+) salt                                                                                                                                                                                                                    "
23304,1120441,"Cupric oleate                                                                                                                                                                                                                                                "
23305,814915,"Ethanedioic acid, copper(2+) salt                                                                                                                                                                                                                            "
23305,814915,"Oxalic acid, copper(2+) salt                                                                                                                                                                                                                                 "
23305,814915,"Copper oxalate                                                                                                                                                                                                                                               "
23305,814915,"Cupric oxalate                                                                                                                                                                                                                                               "
23306,20543048,"Copper octanoate                                                                                                                                                                                                                                             "
23306,20543048,"Octanoic acid, copper salt                                                                                                                                                                                                                                   "
23401,20427592,"Cupric hydroxide                                                                                                                                                                                                                                             "
23401,20427592,"Criscobre                                                                                                                                                                                                                                                    "
23401,20427592,"Cupravit Blue                                                                                                                                                                                                                                                "
23401,20427592,"Copper hydroxide                                                                                                                                                                                                                                             "
23401,20427592,"Kocide 101                                                                                                                                                                                                                                                   "
23401,20427592,"Copper dihydroxide                                                                                                                                                                                                                                           "
23401,20427592,"Cuidrox                                                                                                                                                                                                                                                      "
23401,20427592,"Cudrox                                                                                                                                                                                                                                                       "
23401,20427592,"Kocide                                                                                                                                                                                                                                                       "
23401,20427592,"Comac Parasol                                                                                                                                                                                                                                                "
23401,20427592,"Copper(II) hydroxide                                                                                                                                                                                                                                         "
23401,20427592,"Copper hydrate                                                                                                                                                                                                                                               "
23501,1332656,"Copper oxychloride   (Cu2Cl(OH)3)                                                                                                                                                                                                                            "
23501,1332656,"Copper oxychloride   (Cu2Cl(OH)3)                                                                                                                                                                                                                            "
23501,1332656,"Basic copper chloride   (Cu2Cl(OH)3)                                                                                                                                                                                                                         "
23501,1332656,"Copper chloride hydroxide   (Cu2Cl(OH)3)                                                                                                                                                                                                                     "
23501,1332656,"Bravo, component of                                                                                                                                                                                                                                          "
23501,1332656,"Copper chloride hydroxide   (Cu2Cl(OH)3)                                                                                                                                                                                                                     "
23502,1336158,"Calcium copper chloride oxide                                                                                                                                                                                                                                "
23502,1336158,"Tetracopper calcium oxychloride                                                                                                                                                                                                                              "
23503,8012699,"CS 56                                                                                                                                                                                                                                                        "
23503,8012699,"Copper oxychloride sulfate                                                                                                                                                                                                                                   "
23503,8012699,"Copro 50                                                                                                                                                                                                                                                     "
23503,8012699,"Copro 53                                                                                                                                                                                                                                                     "
23503,8012699,"COCS                                                                                                                                                                                                                                                         "
23503,8012699,"Copper chloride hydroxide (Cu2Cl(OH)3), mixt. with copper hydroxide sulfate (Cu4(OH)6(SO4))                                                                                                                                                                  "
23503,8012699,"Coxysul                                                                                                                                                                                                                                                      "
23504,12158973,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23504,12158973,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23504,12158973,"Copper oxysulfate                                                                                                                                                                                                                                            "
23504,12158973,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23504,82010795,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23504,82010795,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23504,82010795,"Copper oxysulfate                                                                                                                                                                                                                                            "
23504,82010795,"Copper oxide sulfate  (Cu3O2(SO4))                                                                                                                                                                                                                           "
23701,10125130,"Copper chloride (dihydrate)                                                                                                                                                                                                                                  "
23701,10125130,"Copper(II) chloride hydrate                                                                                                                                                                                                                                  "
23801,5328041,"Copper 3-phenylsalicylate                                                                                                                                                                                                                                    "
23801,5328041,"(1,1'-Biphenyl)-3-carboxylic acid, 2-hydroxy-, copper(2+) salt (2:1)                                                                                                                                                                                         "
23801,5328041,"2-Hydroxy-(1,1'-biphenyl)-3-carboxylic acid, copper(2+) salt                                                                                                                                                                                                 "
23801,5328041,"(1,1'-Biphenyl)-3-carboxylic acid, 2-hydroxy-, copper(2+) salt (2:1)                                                                                                                                                                                         "
23802,1344678,"Cupric chloride   (CuCl2)                                                                                                                                                                                                                                    "
23802,1344678,"Copper chloride (anhydrous)                                                                                                                                                                                                                                  "
23802,7447394,"Cupric chloride   (CuCl2)                                                                                                                                                                                                                                    "
23802,7447394,"Copper chloride (anhydrous)                                                                                                                                                                                                                                  "
24001,130267,"Vioform                                                                                                                                                                                                                                                      "
24001,130267,"Iodenterol                                                                                                                                                                                                                                                   "
24001,130267,"Quinoform                                                                                                                                                                                                                                                    "
24001,130267,"Lekosept                                                                                                                                                                                                                                                     "
24001,130267,"Iodochlorohydroxyquinoline                                                                                                                                                                                                                                   "
24001,130267,"Budoform                                                                                                                                                                                                                                                     "
24001,130267,"Iodochlorhydroxyquin                                                                                                                                                                                                                                         "
24001,130267,"Entrokin                                                                                                                                                                                                                                                     "
24001,130267,"Chlorojodochin                                                                                                                                                                                                                                               "
24001,130267,"Iodoenterol                                                                                                                                                                                                                                                  "
24001,130267,"Rometin                                                                                                                                                                                                                                                      "
24001,130267,"Barquinol                                                                                                                                                                                                                                                    "
24001,130267,"Alchloquin                                                                                                                                                                                                                                                   "
24001,130267,"Chloroiodeoquim                                                                                                                                                                                                                                              "
24001,130267,"Quinambicide                                                                                                                                                                                                                                                 "
24001,130267,"Cifoform                                                                                                                                                                                                                                                     "
24001,130267,"5-Chloro-8-hydroxy-7-iodoquinoline                                                                                                                                                                                                                           "
24001,130267,"7-Iodo-5-chloroxine                                                                                                                                                                                                                                          "
24001,130267,"Quin-o-creme                                                                                                                                                                                                                                                 "
24001,130267,"5-Chloro-7-iodo-8-hydroxyquinoline                                                                                                                                                                                                                           "
24001,130267,"Chloroiodoquin                                                                                                                                                                                                                                               "
24001,130267,"Bactol                                                                                                                                                                                                                                                       "
24001,130267,"Emaform                                                                                                                                                                                                                                                      "
24001,130267,"Entero-Bioform                                                                                                                                                                                                                                               "
24001,130267,"Iodochloroxyquinoline                                                                                                                                                                                                                                        "
24001,130267,"Alchoquin                                                                                                                                                                                                                                                    "
24001,130267,"Entero-Septol                                                                                                                                                                                                                                                "
24001,130267,"Enteroseptol                                                                                                                                                                                                                                                 "
24001,130267,"Iodochlorhydroxyquinoline                                                                                                                                                                                                                                    "
24001,130267,"Nioform                                                                                                                                                                                                                                                      "
24001,130267,"Entero-Vioform                                                                                                                                                                                                                                               "
24001,130267,"Hydriodide-enterol                                                                                                                                                                                                                                           "
24001,130267,"Hi-Enterol                                                                                                                                                                                                                                                   "
24001,130267,"Dioquinol                                                                                                                                                                                                                                                    "
24001,130267,"Clioquinol                                                                                                                                                                                                                                                   "
24001,130267,"8-Quinolinol, 5-chloro-7-iodo-                                                                                                                                                                                                                               "
24001,130267,"Eczecidin                                                                                                                                                                                                                                                    "
24001,130267,"Amoenol                                                                                                                                                                                                                                                      "
