,COMID,StateCode,Pwsid,SystemName,SourceName,SWSourceTy,Region
255,2495236,6,CA4510014,BELLA VISTA WATER DISTRICT,SACRAMENTO RIVER,1.0,18
256,8232588,6,CA5310002,TRINITY CO. W.W. DIST #1,BIG CREEK,1.0,18
257,2782777,6,CA4510016,CLEAR CREEK CSD-ANDERSON,WHISKEYTOWN LAKE Reservoir,3.0,18
258,2782763,6,CA4500001,SHASTA CO. SERV. AREA NO. 25 KESWIC,WHISKEYTOWN LAKE,2.0,18
259,2782763,6,CA4510005,CITY OF REDDING,WHISKEYTOWN LAKE - SPRING CREEK TUNNEL,3.0,18
260,2782763,6,CA4510013,SHASTA C.S.D.,WHISKEYTOWN LAKE Reservoir,3.0,18
261,8245894,6,CA5310001,WEAVERVILLE C.S.D.,TRINITY RIVER,1.0,18
262,17080335,6,CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,MOCCASIN RESERVOIR,3.0,18
263,2825826,6,CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,STANISLAUS RIVER,1.0,18
264,1894252,6,CA0710003,CONTRA COSTA WATER DISTRICT,LOS VAQUEROS Reservoir,3.0,18
265,348545,6,CA3910006,STOCKTON EAST WATER DISTRICT,STANISLAUS RIVER,1.0,18
266,1897314,6,CA0710003,CONTRA COSTA WATER DISTRICT,OLD RIVER,1.0,18
267,349877,6,CA5510851,DEPT. OF CORRECTIONS,TULLOCH RESERVOIR,3.0,18
268,349877,6,CA5510852,BASELINE CONSERVATION CAMP,TULLOCH RESERVOIR,3.0,18
269,349869,6,CA0510017,CCWD COPPER COVE,TULLOCH RESERVOIR,3.0,18
270,17082207,6,CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,HETCH HETCHY RESERVOIR,3.0,18
271,17082195,6,CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,LAKE ELEANOR (AT DAM) - RAW,3.0,18
272,17082175,6,CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,CHERRY RESERVOIR,3.0,18
273,17080049,6,CA5510033,TUD-SCENIC VIEW/SCENIC BROOK,PHOENIX DITCH,3.0,18
274,1889652,6,CA0710001,CITY OF ANTIOCH,SAN JOAQUIN RIVER,1.0,18
275,2787881,6,CA0710003,CONTRA COSTA WATER DISTRICT,MALLARD SLOUGH,1.0,18
276,17075447,6,CA5510012,TUD-UPPER BASIN,BRENTWOOD POND,2.0,18
277,17074761,6,CA5510012,TUD-UPPER BASIN,Unnamed stream from Columbia Ditch,1.0,18
278,2975278,6,CA3910006,STOCKTON EAST WATER DISTRICT,CALAVERAS RIVER,1.0,18
279,17074661,6,CA5510006,MI-WUK VILLAGE MUT WTR CO,LITTLE SUGAR PINE CREEK,1.0,18
280,343901,6,CA0510003,"ANGELS, CITY OF",ROSS RESERVOIR,3.0,18
281,1889904,6,CA3910022,LITTLE POTATO SLOUGH MUTUAL,LITTLE POTATO SLOUGH,1.0,18
282,17071730,6,CA0510006,"C.C.W.D., JENNY LIND",CALAVERAS RIVER,1.0,18
283,17074465,6,CA5510011,COLD SPRINGS WATER CO,KERNS CREEK,1.0,18
284,17076151,6,CA5510004,PINECREST PERMITTEES ASSN,SHEERING CREEK,1.0,18
285,17076111,6,CA5510004,PINECREST PERMITTEES ASSN,TUOLUMNE RIVER NORTH FORK,1.0,18
286,347651,6,CA5510004,PINECREST PERMITTEES ASSN,PINECREST LAKE,3.0,18
287,345159,6,CA0510016,CCWD EBBETTS PASS IMPROVEMENT DISTRICT,HUNTERS RESERVOIR,3.0,18
288,343165,6,CA5510007,CONLIN STRAWBERRY WATER CO,HERRING CREEK,1.0,18
289,17066708,6,CA0510004,C.C.W.D. SHEEP RANCH,SAN ANTONIO CREEK,1.0,18
290,17058304,6,CA0300037,LAKE AMADOR RECREATION AREA,LAKE AMADOR,3.0,18
291,17058304,6,CA0310020,THE OAKS MOBILE HOME PARK,LAKE AMADOR,3.0,18
292,3954397,6,CA0310002,"AWA, CITY OF IONE",IONE RESERVOIR,3.0,18
293,17056688,6,CA0510005,"C.C.W.D., WEST POINT",MOKELUMNE RIVER Middle Fork,1.0,18
294,17056368,6,CA0510005,"C.C.W.D., WEST POINT",BEAR CREEK,1.0,18
295,17056290,6,CA0310012,ACWA BUCKHORN PLANT,TIGER CREEK RESERVOIR,3.0,18
296,342429,6,CA0210001,LAKE ALPINE WATER COMPANY,BEAR LAKE,2.0,18
297,20197130,6,CA0310004,"PLYMOUTH, CITY OF",ARROYO DITCH (A.K.A. Plymouth Ditch),1.0,18
298,948040234,6,CA3410005,RANCHO MURIETA COMMUNITY SERVI,CONSUMNES RIVER,1.0,18
299,17061996,6,CA0310012,ACWA BUCKHORN PLANT,ANTELOPE CREEK,1.0,18
300,948021144,6,CA3410020,"SACRAMENTO, CITY OF",Lake Natoma,3.0,18
301,15039173,6,CA3410020,"SACRAMENTO, CITY OF",SACRAMENTO RIVER,1.0,18
302,15039097,6,CA5710003,"WEST SACRAMENTO, CITY OF",SACRAMENTO RIVER,1.0,18
303,15025011,6,CA3410004,CARMICHAEL WATER DISTRICT,AMERICAN RIVER,1.0,18
304,20196276,6,CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,Big Canyon Creek,1.0,18
305,20195096,6,CA0910001,EL DORADO ID - MAIN,RESERVOIR 7,3.0,18
306,15022385,6,CA3410032,FOLSOM STATE PRISON,FOLSOM LAKE,3.0,18
307,14996707,6,CA3110008,"ROSEVILLE, CITY OF",FOLSOM LAKE,3.0,18
308,14980774,6,CA3410014,"FOLSOM, CITY OF - MAIN",FOLSOM LAKE,3.0,18
309,20196374,6,CA0910001,EL DORADO ID - MAIN,JENKINSON LAKE,3.0,18
310,15022473,6,CA3410021,SAN JUAN WATER DISTRICT,FOLSOM LAKE,3.0,18
311,14986574,6,CA0910001,EL DORADO ID - MAIN,EL DORADO HILLS,3.0,18
312,14982276,6,CA0910017,EL DORADO ID - STRAWBERRY,AMERICAN RIVER SOUTH FORK,1.0,18
313,15022189,6,CA3110025,PLACER CWA - FOOTHILL,Clover Valley Creek,1.0,18
314,15009435,6,CA3110026,NEVADA ID - NORTH AUBURN,Rock Creek,1.0,18
315,15014011,6,CA2910014,NEVADA ID - LAKE OF PINES,Magnolia Creek impoundment,3.0,18
316,15013987,6,CA5800801,CAMP FAR WEST RESORT,CAMP FAR WEST LAKE RESERVOIR,3.0,18
317,7972583,6,CA5110002,CITY OF YUBA CITY,FEATHER RIVER,1.0,18
318,15014957,6,CA2910006,NEVADA ID - LOMA RICA,Yuba Reservoir/NID-LOMA RICA,3.0,18
319,15012331,6,CA2910001,"GRASS VALLEY, CITY OF",Grass Valley Reservoir,3.0,18
320,24700750,6,CA3110017,SIERRA LAKES COUNTY WATER DIST,LAKE SERENE,2.0,18
321,8064117,6,CA2910016,DONNER SUMMIT PUBLIC UTILITY D,LAKE ANGELA,2.0,18
322,8064531,6,CA2900523,WASHINGTON WATER DISTRICT,CANYON CREEK JUST BEFORE SO. YUBA RIVER,1.0,18
323,8053861,6,CA0410012,OWID-BANGOR,BANGOR DITCH,1.0,18
324,8060547,6,CA5800924,CAMPTONVILLE COMM. SERV. DIST,CREEK,1.0,18
325,8058335,6,CA4610002,DOWNIEVILLE PUBLIC U.D.,PAULEY CREEK,1.0,18
326,2776654,6,CA0405001,DEL ORO WATER CO.-LIME SADDLE MARINA,Feather River Reservoir,3.0,18
327,8041807,6,CA3210005,GRAEAGLE WATER COMPANY,Gray Eagle CREEK,1.0,18
328,2770264,6,CA0410007,PARADISE IRRIGATION DISTRICT,MAGALIA RESERVOIR,3.0,18
329,8039223,6,CA3210002,PLUMAS COUNTY FLOOD CONTROL,LAKE DAVIS,3.0,18
330,2775446,6,CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,STIRLING CITY CREEK,1.0,18
331,8028716,6,CA3200080,SOPER WHEELER CORP. HOUSING,SILVER LAKE,3.0,18
332,8025246,6,CA3200078,FRCCSD-OLD MILL MUTUAL,FEATHER RIVER TRIBUTARY,1.0,18
333,8026730,6,CA3210001,"BIDWELL WATER COMPANY, INC.",Round Valley Reservoir,3.0,18
334,2766258,6,CA5200503,"MINERAL CITY WATER SYSTEM, INC.",MARTIN CREEK,1.0,18
335,2766258,6,CA5210503,LASSEN VNP - HEADQUARTERS,MARTIN CREEK,1.0,18
336,7952346,6,CA4500023,HAT CREEK HIGHLANDS MWC,HAT CREEK,1.0,18
337,7952754,6,CA4500022,HAT CREEK WATER COMPANY,HAT CREEK,1.0,18
338,8245832,6,CA5301001,BUCKTAIL MUTUAL WATER COMPANY,TRINITY RIVER,1.0,18
339,8245804,6,CA5301003,LEWISTON PARK MWC,TRINITY RIVER,1.0,18
340,2782197,6,CA4500317,SHASTA CO CSA #11 FRENCH GULCH,CLEAR CREEK,1.0,18
341,8246434,6,CA5301002,"LEWISTON VALLEY WATER CO., INC.",TRINITY RIVER,1.0,18
342,2782699,6,CA4510006,CITY OF SHASTA LAKE,SHASTA LAKE,3.0,18
343,8246420,6,CA5310001,WEAVERVILLE C.S.D.,WEST WEAVER CREEK,1.0,18
344,7951348,6,CA4510004,SHASTA CO. SERVICE AREA #6,SHASTA LAKE INTAKE - RAW,3.0,18
345,7951314,6,CA4510002,MOUNTAIN GATE C.S.D.,SHASTA LAKE,3.0,18
346,8245734,6,CA5310001,WEAVERVILLE C.S.D.,EAST WEAVER CREEK,1.0,18
347,8245676,6,CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,RUSH CREEK,1.0,18
348,8245164,6,CA5304109,BURNT RANCH ESTATES,MCDONALD CREEK,1.0,18
349,8243882,6,CA5304102,TRINITY VILLAGE WATER CO.,TRINITY RIVER,1.0,18
350,8243838,6,CA5304102,TRINITY VILLAGE WATER CO.,HAWKINS CREEK,1.0,18
351,7966067,6,CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,CHARLIE CREEK,1.0,18
352,8243706,6,CA5304502,"SALYER HEIGHTS W.S., INC",HUCKLEBERRY & SHABER CREEKS,1.0,18
353,8246376,6,CA5310003,TRINITY CENTER M.W.C.          .,SWIFT CREEK,1.0,18
354,8246378,6,CA5310003,TRINITY CENTER M.W.C.          .,FOSTER CREEK SOURCE - INACTIVE,1.0,18
355,8241192,6,090605126,HOOPA VALLEYWIDE SYSTEM,CAPTAIN JOHN CREEK,1.0,18
356,8315803,6,CA1210018,CITY OF TRINIDAD,LUFFENHOLTZ CREEK,1.0,18
357,8241662,6,090605126,HOOPA VALLEYWIDE SYSTEM,TRINITY RIVER,1.0,18
358,8241058,6,090605126,HOOPA VALLEYWIDE SYSTEM,MILL CREEK,1.0,18
359,8315689,6,CA1200643,BEACH CREEK MH PARK,BEACH CREEK,1.0,18
360,7964995,6,CA4500015,SHASTA CO CSA #3 CASTELLA,CASTLE CREEK,1.0,18
361,8315657,6,CA1200788,"SIMPSON TIMBER CO, BIG LAGOON CAMP",PITCHER CREEK,1.0,18
362,7964949,6,CA4500028,CRAGVIEW COMMUNITY SERVICE DIST,LITTLE CASTLE CREEK,1.0,18
363,3801267,6,CA4700503,CALLAHAN WATER DISTRICT,WEST BOULDER CREEK,1.0,18
364,4441610,6,CA1200566,ORLEANS MUTUAL WATER CO.,CRAWFORD CREEK,1.0,18
365,4442338,6,CA1200729,ORLEANS C.S.D.,PEARCH CREEK,1.0,18
366,3800947,6,CA4710004,CITY OF ETNA,ETNA CREEK,1.0,18
367,3918018,6,CA4710007,CITY OF MONTAGUE,LAKE SHASTINA,3.0,18
368,3917962,6,CA4710007,CITY OF MONTAGUE,SHASTA RIVER,1.0,18
369,4439166,6,CA4710012,HAPPY CAMP C.S.D.,ELK CREEK,1.0,18
370,22226770,6,CA0800556,HRC C.S.D.,PEACOCK CREEK - INACTIVE,1.0,18
371,22227632,6,CA0800555,GASQUET C.S.D.,SMITH RIVER NORTH FORK,1.0,18
372,361857,6,CA4700513,HORNBROOK C.S.D.,RANCHERIA CREEK,1.0,18
373,361465,6,CA4710011,CITY OF YREKA,FALL CREEK,1.0,18
374,361465,6,CA4710011,CITY OF YREKA,FALL CREEK INTAKE DAM B - RAW,1.0,18
375,7949030,6,CA4510008,FALL RIVER MILLS C.S.D.,FALL RIVER Reservoir,3.0,18
376,8265434,6,CA4700531,TENNANT C.S.D.,ANTELOPE CREEK,1.0,18
377,20287618,6,CA2610002,JUNE LAKE PUD VILLAGE,SNOW CREEK,1.0,18
378,20287614,6,CA2610004,JUNE LAKE P.U.D.-DOWN CANYON,Fern Creek CLARK PLANT,1.0,18
379,20287440,6,CA2610004,JUNE LAKE P.U.D.-DOWN CANYON,Reversed Creek (?) PETERSON PLANT,1.0,18
380,20287704,6,CA2610002,JUNE LAKE PUD VILLAGE,JUNE LAKE,3.0,18
381,20287642,6,CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",GRANT LAKE,3.0,18
382,20287306,6,CA2610005,LEE VINING PUD,LEE VINING CREEK,1.0,18
0,8552763,51,VA5680200,"LYNCHBURG, CITY OF",JAMES RIVER - COLLEGE HILL,1.0,2
1,8551785,51,VA5009250,AMHERST CO. SERVICE AUTHORITY (ACSA),HARRIS CREEK,1.0,2
2,8552535,51,VA5009250,AMHERST CO. SERVICE AUTHORITY (ACSA),GRAHAM CREEK RESERVOIR,3.0,2
3,8552653,51,VA5680200,"LYNCHBURG, CITY OF",JAMES RIVER - ABERT,1.0,2
4,8546925,51,VA5029085,BUCKINGHAM CO WATER SYSTEM,TROUBLESOME CRK,1.0,2
5,8549169,51,VA5009050,"AMHERST, TOWN OF",BUFFALO RIVER,1.0,2
6,8549915,51,VA5680200,"LYNCHBURG, CITY OF",PEDLAR RESERVOIR,3.0,2
7,8545941,51,VA2125325,NCSA - LOVINGSTON,BLACK CREEK,1.0,2
8,8545445,51,VA2003675,SCOTTSVILLE WTP,TOTIER CREEK RESERVOIR,3.0,2
9,8545467,51,VA2125650,NCSA - SCHUYLER,JOHNSONS BRANCH,1.0,2
10,8540063,51,VA2163550,MAURY SERVICE AUTHORITY,MAURY RIVER,1.0,2
11,8523319,51,VA2580100,COVINGTON CITY OF,JACKSON RIVER,1.0,2
12,8521879,51,VA2560100,CLIFTON FORGE TOWN OF,SMITH CREEK IMPOUNDMENT,3.0,2
13,8547651,51,VA2125910,NCSA - WINTERGREEN,LAKE MONACAN,2.0,2
14,8544573,51,VA2125910,NCSA - WINTERGREEN,STONEY CREEK,1.0,2
15,5910147,51,VA2015575,SOUTH RIVER S.D. (ACSA),COLES RUN RESERVOIR,3.0,2
16,8567221,51,VA2003250,CROZET WTP,BEAVER CREEK RESERVOIR,3.0,2
17,8567191,51,VA2003600,OBSERVATORY  WTP,SUGAR HOLLOW RESERVOIR,3.0,2
18,5909007,51,VA2790600,"STAUNTON, CITY OF",MIDDLE RIVER,1.0,2
19,5909183,51,VA2790600,"STAUNTON, CITY OF",NORTH RIVER RESERVOIR,3.0,2
20,5908711,51,VA2660345,"HARRISONBURG, CITY OF",NORTH RIVER,1.0,2
21,5908707,51,VA2165045,"BRIDGEWATER, TOWN OF",NORTH RIVER,1.0,2
22,5908207,51,VA2165210,"DAYTON, TOWN OF",SILVER LAKE RESERVOIR,3.0,2
23,5908207,51,VA2660345,"HARRISONBURG, CITY OF",SILVER LAKE,2.0,2
24,5907411,51,VA2660345,"HARRISONBURG, CITY OF",RIVEN ROCK RESERVOIR,3.0,2
25,8423018,54,WV3303604,NAVEL SECURITY GROUP,POTOMAC RIVER SOUTH FORK BRANCH,1.0,2
26,8441047,51,VA2165060,"BROADWAY, TOWN OF",LINVILLE CREEK,1.0,2
27,8441045,51,VA2165060,"BROADWAY, TOWN OF",NORTH FORK OF SHENANDOAH RIVER,1.0,2
28,8423472,54,WV3303613,PENDLETON CO PSD(BRANDYWINE),POTOMAC RIVER SOUTH FORK RIVER,1.0,2
29,10055130,51,VA3740600,"PORTSMOUTH, CITY OF",LAKE KILBY RESERVOIR,3.0,2
30,10055130,51,VA3740600,"PORTSMOUTH, CITY OF",LAKE KILBY INTAKE,3.0,2
31,10055130,51,VA3740600,"PORTSMOUTH, CITY OF",LAKE MEADE RESESERVOIR,3.0,2
32,10055130,51,VA3740600,"PORTSMOUTH, CITY OF",LAKE MEADE INTAKE,3.0,2
33,10054862,51,VA3710100,"NORFOLK, CITY OF",WESTERN BRANCH RES,3.0,2
34,10056192,51,VA3710100,"NORFOLK, CITY OF",LAKE PRINCE INTAKE,3.0,2
35,10054844,51,VA3710100,"NORFOLK, CITY OF",LAKE PRINCE RES,2.0,2
36,10055932,51,VA3710100,"NORFOLK, CITY OF",LAKE BURNT MILLS RES,3.0,2
37,10069391,51,VA3800805,"SUFFOLK, CITY OF",LONE STAR LAKE,2.0,2
38,10069269,51,VA3800805,"SUFFOLK, CITY OF",GODWIN'S MILLPOND,2.0,2
39,9891510,51,VA3710100,"NORFOLK, CITY OF",IN TOWN LAKES RES (LAKE WRIGHT),2.0,2
40,9891510,51,VA3710100,"NORFOLK, CITY OF",IN TOWN LAKES INTAKE,3.0,2
41,9892990,51,VA3700500,"NEWPORT NEWS, CITY OF",HARWOOD MILL RESERVOIR,3.0,2
42,10064921,51,VA3700500,"NEWPORT NEWS, CITY OF",LEE HALL RESERVOIR,3.0,2
43,10065347,51,VA3700500,"NEWPORT NEWS, CITY OF",SKIFFES CREEK RESERVOIR,3.0,2
44,8609035,51,VA4041035,APPOMATTOX RIVER WATER AUTHORITY,LAKE CHESDIN,3.0,2
45,8609035,51,VA4041035,APPOMATTOX RIVER WATER AUTHORITY,LAKE CHESDIN INTAKE,3.0,2
46,9897128,51,VA3830850,"WILLIAMSBURG, CITY OF",WALLER MILL RESERVOIR,3.0,2
47,9897128,51,VA3830850,"WILLIAMSBURG, CITY OF",WALLER MILL RESERVOIR N-N,3.0,2
48,10072933,51,VA3670800,VIRGINIA-AMERICAN WATER CO,APPOMATTOX RIVER,1.0,2
49,8610617,51,VA5147170,"FARMVILLE, TOWN OF",APPOMATTOX RIVER,1.0,2
50,27612336,51,VA3700500,"NEWPORT NEWS, CITY OF",LITTLE CREEK RESERVOIR,3.0,2
51,10064645,51,VA3700500,"NEWPORT NEWS, CITY OF",CHICKAHOMINY RIVER,1.0,2
52,8609137,51,VA4041845,CHESTERFIELD CO CENTRAL WATER SYSTEM,SWIFT CREEK RESERVOIR,3.0,2
53,8609137,51,VA4041845,CHESTERFIELD CO CENTRAL WATER SYSTEM,SWIFT CREEK RESERVOIR,3.0,2
54,10064609,51,VA3700500,"NEWPORT NEWS, CITY OF",DIASCUND CREEK RESERVOIR,3.0,2
55,8460198,51,VA4073311,GLOUCESTER CO WATER TREATMENT PLT,BEAVERDAM SWAMP RESERVOIR,3.0,2
56,8573707,51,VA4760100,"RICHMOND, CITY OF",JAMES RIVER,1.0,2
57,8574075,51,VA4087125,HENRICO COUNTY WATER SYSTEM,JAMES RIVER,1.0,2
58,8573969,51,VA4075735,JAMES RIVER CORRECTIONAL CTR,JAMES RIVER,1.0,2
59,8572843,51,VA4075735,JAMES RIVER CORRECTIONAL CTR,BEAVERDAM CREEK,1.0,2
60,8505740,51,VA4085398,HANOVER URBAN WATER SYSTEM,NORTH ANNA RIVER,1.0,2
61,8567801,51,VA2065480,LAKE MONTICELLO,RIVANNA RIVER,1.0,2
62,8567603,51,VA2065250,FLUVANNA CORRECTIONAL CENTER FOR WOMEN,MECHUNK CREEK,1.0,2
63,8492718,51,VA6033425,LAKE CAROLINE WTP,LAKE CAROLINE,3.0,2
64,8567201,51,VA2003725,SOUTH RIVANNA WTP,SOUTH FORK RIVANNA RESERVOIR,3.0,2
65,8566613,51,VA2003525,NORTH RIVANNA WTP,RIVANNA RIVER NORTH FORK,1.0,2
66,8490336,51,VA6177300,NI RIVER WTP,NI RIVER RESERVOIR,3.0,2
67,8468653,51,VA6137500,"ORANGE, TOWN OF",RAPIDAN RIVER,1.0,2
68,8468633,51,VA2079625,RAPIDAN SERVICE AUTHORITY,RAPIDAN RIVER,1.0,2
69,8476950,51,VA6177280,MOTTS RUN,RAPPAHONNOCK RIVER,1.0,2
70,8476952,51,VA6177280,MOTTS RUN,MOTTS RUN RESERVOIR,3.0,2
71,8467571,51,VA6137999,WILDERNESS WTP,RAPIDAN RIVER,1.0,2
72,8468439,51,VA6113200,"MADISON, TOWN OF",WHITE OAK RUN,1.0,2
73,4534645,51,VA6179775,ABEL LAKE WATER TREAT PLANT,ABEL LAKE,2.0,2
74,8468831,51,VA6047500,"CULPEPER, TOWN OF",LAKE PELHAM,3.0,2
75,4534519,51,VA6179100,SMITH LAKE,AQUIA CREEK RESERVOIR,3.0,2
76,4529717,51,VA6153675,QUANTICO MARINE BASE-MAINSIDE,BRECKINRIDGE RESERVOIR,3.0,2
77,22340777,51,VA6059500,"FCWA - LORTON WTP OLD,NEW, & RIVER STA.",OCCOQUAN RIVER RESERVOIR,3.0,2
78,22340777,51,VA6059501,FCWA -  J. J. CORBALIS,OCCOQUAN RESERVOIR,3.0,2
79,22340863,51,VA6061600,"WARRENTON, TOWN OF",WARRENTON RESERVOIR,3.0,2
80,8441273,51,VA2171850,"WOODSTOCK, TOWN OF",SHENANDOAH RIVER NORTH FORK,1.0,2
81,8421606,54,WV3301204,PETERSBURG WATER WORKS,POTOMAC RIVER NORTH FORK SOUTH BRANCH,1.0,2
82,8419916,54,WV3301601,MOOREFIELD MUNICIPAL WATER,POTOMAC RIVER SOUTH FORK SOUTH BRANCH,1.0,2
83,8419908,54,WV3301601,MOOREFIELD MUNICIPAL WATER,POTOMAC RIVER SOUTH BRANCH OF SOUTH FORK,1.0,2
84,8420282,54,WV3301601,MOOREFIELD MUNICIPAL WATER,POTOMAC RIVER SOUTH BRANCH,1.0,2
85,14365556,54,WV3301205,MOUNTAIN TOP PSD,MILL RUN RESERVOIR,3.0,2
86,8420162,54,WV3301405,ROMNEY WATER DEPT,POTOMAC RIVER SOUTH BRANCH,1.0,2
87,14365170,24,MD0110013,KITZMILLER,WOLFDEN RUN,1.0,2
88,14364804,54,WV3302915,KEYSER CITY OF,NEW CREEK,1.0,2
89,14364986,24,MD0010019,TOWN OF LUKE / WESTVACO PAPER,POTOMAC RIVER North Branch,1.0,2
90,14364968,24,MD0110002,BLOOMINGTON,SAVAGE RIVER,1.0,2
91,14364042,54,WV3302921,PIEDMONT MUNICIPAL WTR WKS,SAVAGE RIVER,1.0,2
92,14364042,24,MD0010033,TOWN OF WESTERNPORT,SAVAGE RIVER RESERVIOR (UNFILT,3.0,2
93,14368832,54,WV3302911,FORT ASHBY PSD,PAINTER HOLLOW RESERVOIR,3.0,2
94,14363290,24,MD0010030,RAWLINGS HEIGHTS,MILL RUN CREEK,1.0,2
95,14363308,24,MD0010018,MIDLAND-LONACONING,CHARLESTOWN RESERVOIR,3.0,2
96,14363172,24,MD0010018,MIDLAND-LONACONING,MIDLAND-GILMORE RESERVOIR,3.0,2
97,14363928,24,MD0010018,MIDLAND-LONACONING,KOONTZ RESERVOIR,3.0,2
98,14362806,42,PA4050028,EVITTS CREEK WATER CO,LAKE GORDEN,2.0,2
99,14363532,24,MD0010008,CITY OF CUMBERLAND,LAKE GORDON,3.0,2
100,14362588,42,PA4050027,CENTERVILLE MUNI WATER AUTH,ROCK SPRING Reservoir,3.0,2
101,4689819,42,PA4050002,BEDFORD BORO WATER AUTH,TODD RESERVOIR,3.0,2
102,4690283,42,PA4050002,BEDFORD BORO WATER AUTH,SMITH RESERVOIR,3.0,2
103,4689741,42,PA4050002,BEDFORD BORO WATER AUTH,Juniata River RAYSTOWN BRANCH,1.0,2
104,4684336,42,PA4070023,ALTOONA CITY AUTH,PLANE NINE RESERVOIR,3.0,2
105,4683906,42,PA4070023,ALTOONA CITY AUTH,MULESHOE RESERVOIR,3.0,2
106,4683850,42,PA4070023,ALTOONA CITY AUTH,BLAIR GAP RESERVIOR,3.0,2
107,4674487,42,PA4110058,WEST CARROLL W&S AUTH BAKERTON,BAKERTON RESERVOIR,3.0,2
108,4674367,42,PA4110024,PATTON BORO WATER DEPT,CHEST CREEK,1.0,2
109,4674209,42,PA5320007,CHERRY TREE BORO MUNI AUTH,PEG RUN RESERVOIR,3.0,2
110,4674139,42,PA6170040,WESTOVER MUNICIPAL AUTHORITY,ROUGES HARBOR RUN,1.0,2
111,4674999,42,PA6170025,IRVONA MUNICIPAL AUTHORITY,HOCKENBERRY RUN RESERVOIR,3.0,2
112,4674005,42,PA5320041,INDIANA MUNI SVCS AUTH-ARCADIA,SHRYOCK RUN,1.0,2
113,4672307,42,PA6170013,PIKE TWP MUNICIPAL AUTHORITY,ANDERSON CREEK,1.0,2
114,4672249,42,PA6170013,PIKE TWP MUNICIPAL AUTHORITY,BEAR RUN RESERVOIR,3.0,2
115,4672531,42,PA6170008,CLEARFIELD MUNICIPAL AUTH,CLEARFIELD RESERVOIR,3.0,2
116,22340725,51,VA6685100,CITY OF MANASSAS,LAKE MANASSAS,3.0,2
117,5906799,51,VA2187406,"FRONT ROYAL, TOWN OF",HAPPY CREEK,1.0,2
118,5906765,51,VA2187406,"FRONT ROYAL, TOWN OF",SLOAN CREEK,1.0,2
119,5907079,51,VA2187406,"FRONT ROYAL, TOWN OF",SHENANDOAH RIVER SOUTH FORK,1.0,2
120,8440763,51,VA2840500,"WINCHESTER, CITY OF",SHENANDOAH RIVER NORTH FORK,1.0,2
121,8441347,51,VA2171750,"STRASBURG, TOWN OF",SHENANDOAH RIVER NORTH FORK,1.0,2
122,4507532,24,MD0150003,CITY OF ROCKVILLE,POTOMAC RIVER,1.0,2
123,4512660,24,MD0150005,WASHINGTON SUBURBAN SANITARY COMMISSION,POTOMAC RIVER,1.0,2
124,4506820,51,VA6600100,CITY OF FAIRFAX,GOOSE CREEK,1.0,2
125,4507474,51,VA6059501,FCWA -  J. J. CORBALIS,POTOMAC RIVER,1.0,2
126,11906188,24,MD0020012,FORT GEORGE G. MEADE,LITTLE PATUXENT RIVER,1.0,2
127,8445222,51,VA2043125,"BERRYVILLE, TOWN OF",SHENANDOAH RIVER,1.0,2
128,4507448,51,VA6107300,"LEESBURG, TOWN OF",POTOMAC RIVER,1.0,2
129,11905746,24,MD0150005,WASHINGTON SUBURBAN SANITARY COMMISSION,T HOWARD DUCKETT RESERVOIR,3.0,2
130,4507208,51,VA6107600,"PURCELLVILLE, TOWN OF",J T HIRST RESERVOIR,3.0,2
131,4512668,24,MD0100030,NEW DESIGN WATER,POTOMAC RIVER,1.0,2
132,8445112,54,WV3301905,CHARLES TOWN WATER DEPT,SHENANDOAH RIVER,1.0,2
133,4507336,24,MD0100005,CITY OF BRUNSWICK,POTOMAC RIVER,1.0,2
134,5894530,54,WV3301912,HARPERS FERRY WATER WORKS,ELK RUN,1.0,2
135,5894842,54,WV3301912,HARPERS FERRY WATER WORKS,POTOMAC RIVER INTAKE,1.0,2
136,11690126,24,MD0300002,BALTIMORE CITY,LIBERTY RESERVOIR,3.0,2
137,8450234,24,MD0100015,CITY OF FREDERICK,LINGAMORE CREEK,1.0,2
138,8450226,24,MD0100017,LAKE LINGANORE,LAKE LINGANORE,2.0,2
139,11690104,24,MD0060002,FREEDOM DISTRICT,LIBERTY RESERVOIR,3.0,2
140,11689956,24,MD0120016,HARFORD COUNTY D.P.W.,LOCH RAVEN RESERVOIR,3.0,2
141,11689956,24,MD0300002,BALTIMORE CITY,LOCH RAVEN (BALTIMORE PIPE),3.0,2
142,5894792,54,WV3301933,SHEPHERDSTOWN WATER,POTOMAC RIVER,1.0,2
143,11688672,24,MD0120010,A.P.G. EDGEWOOD ARSENAL,Winters Run Reservoir,3.0,2
144,8450100,24,MD0100011,FORT DETRICK WATER SYSTEM,MONOCACY River,1.0,2
145,8450100,24,MD0100015,CITY OF FREDERICK,MONOCACY RIVER,1.0,2
